epoch,phase,loss,acc
99,val,0.2270,0.9402
100,train,0.1532,0.9547
100,val,0.2394,0.9389
101,train,0.1524,0.9553
101,val,0.2333,0.9408
102,train,0.1495,0.9575
102,val,0.2360,0.9369
103,train,0.1557,0.9558
103,val,0.2326,0.9369
104,train,0.1369,0.9575
104,val,0.2324,0.9402
105,train,0.1431,0.9561
105,val,0.2227,0.9421
106,train,0.1506,0.9569
106,val,0.2227,0.9421
107,train,0.1471,0.9537
107,val,0.2291,0.9395
108,train,0.1396,0.9611
108,val,0.2268,0.9382
109,train,0.1342,0.9599
109,val,0.2143,0.9428
110,train,0.1339,0.9582
110,val,0.2314,0.9382
111,train,0.1577,0.9547
111,val,0.2270,0.9408
112,train,0.1375,0.9580
112,val,0.2201,0.9428
113,train,0.1505,0.9562
113,val,0.2209,0.9408
114,train,0.1350,0.9597
114,val,0.2139,0.9402
115,train,0.1362,0.9610
115,val,0.2291,0.9395
