epoch,phase,loss,acc
66,val,0.2590,0.9207
67,train,0.2821,0.9181
67,val,0.2801,0.9168
68,train,0.2735,0.9200
68,val,0.2821,0.9129
69,train,0.2773,0.9179
69,val,0.2742,0.9187
70,train,0.2730,0.9224
70,val,0.2731,0.9174
71,train,0.2791,0.9179
71,val,0.2801,0.9135
72,train,0.2683,0.9200
72,val,0.2870,0.9135
73,train,0.2783,0.9238
73,val,0.2820,0.9109
74,train,0.2793,0.9182
74,val,0.2785,0.9116
75,train,0.2776,0.9204
75,val,0.2648,0.9148
76,train,0.2868,0.9147
76,val,0.2612,0.9174
77,train,0.2623,0.9255
77,val,0.2688,0.9181
78,train,0.2759,0.9192
78,val,0.2735,0.9168
79,train,0.2664,0.9248
79,val,0.2664,0.9200
80,train,0.2759,0.9203
80,val,0.2725,0.9181
81,train,0.2600,0.9257
81,val,0.2682,0.9233
82,train,0.2689,0.9228
82,val,0.2763,0.9129
83,train,0.2527,0.9269
83,val,0.2698,0.9194
84,train,0.2564,0.9232
84,val,0.2655,0.9200
85,train,0.2545,0.9239
85,val,0.2774,0.9148
86,train,0.2493,0.9269
86,val,0.2784,0.9181
87,train,0.2605,0.9236
87,val,0.2868,0.9168
88,train,0.2581,0.9259
88,val,0.2878,0.9142
89,train,0.2736,0.9221
89,val,0.2778,0.9200
90,train,0.2479,0.9288
90,val,0.3004,0.9161
91,train,0.2604,0.9269
91,val,0.2914,0.9181
92,train,0.2586,0.9283
92,val,0.2787,0.9174
93,train,0.2391,0.9309
93,val,0.2786,0.9135
94,train,0.2476,0.9255
94,val,0.2767,0.9155
95,train,0.2581,0.9248
95,val,0.2867,0.9135
96,train,0.2410,0.9285
96,val,0.3086,0.9148
97,train,0.2550,0.9249
97,val,0.2817,0.9168
98,train,0.2357,0.9263
98,val,0.2716,0.9168
99,train,0.2477,0.9297
99,val,0.2631,0.9174
100,train,0.2413,0.9344
100,val,0.2682,0.9142
101,train,0.2348,0.9341
101,val,0.2614,0.9161
102,train,0.2359,0.9333
102,val,0.2754,0.9129
103,train,0.2226,0.9350
103,val,0.2716,0.9220
104,train,0.2274,0.9339
104,val,0.2710,0.9168
105,train,0.2155,0.9374
105,val,0.2775,0.9148
106,train,0.2324,0.9365
106,val,0.2580,0.9220
107,train,0.2304,0.9346
107,val,0.2596,0.9194
108,train,0.2256,0.9340
108,val,0.2549,0.9239
109,train,0.2331,0.9312
109,val,0.2628,0.9194
110,train,0.2233,0.9369
110,val,0.2628,0.9233
111,train,0.2260,0.9375
111,val,0.2645,0.9207
112,train,0.2196,0.9378
112,val,0.2712,0.9161
113,train,0.2223,0.9372
113,val,0.2662,0.9233
114,train,0.2244,0.9365
114,val,0.2657,0.9207
115,train,0.2186,0.9369
115,val,0.2664,0.9207
116,train,0.2278,0.9361
116,val,0.2676,0.9213
117,train,0.2113,0.9386
117,val,0.2742,0.9194
118,train,0.2100,0.9403
118,val,0.2697,0.9207
119,train,0.2168,0.9358
119,val,0.2742,0.9181
120,train,0.2244,0.9365
120,val,0.2785,0.9174
121,train,0.2180,0.9347
121,val,0.2724,0.9187
122,train,0.2122,0.9390
122,val,0.2778,0.9161
123,train,0.2291,0.9332
123,val,0.2718,0.9161
124,train,0.2258,0.9354
124,val,0.2582,0.9220
125,train,0.2178,0.9371
125,val,0.2768,0.9187
126,train,0.2210,0.9361
126,val,0.2720,0.9207
127,train,0.2193,0.9372
127,val,0.2714,0.9155
128,train,0.2137,0.9397
128,val,0.2848,0.9187
129,train,0.2087,0.9396
129,val,0.2653,0.9226
130,train,0.2210,0.9364
130,val,0.2652,0.9174
131,train,0.2138,0.9376
131,val,0.2815,0.9181
132,train,0.2153,0.9371
132,val,0.2737,0.9155
133,train,0.2104,0.9378
133,val,0.2722,0.9142
134,train,0.2142,0.9381
134,val,0.2753,0.9135
135,train,0.2209,0.9376
135,val,0.2691,0.9148
136,train,0.1998,0.9438
136,val,0.2556,0.9207
137,train,0.2141,0.9387
137,val,0.2801,0.9109
138,train,0.2012,0.9450
138,val,0.2515,0.9213
139,train,0.2198,0.9385
139,val,0.2838,0.9181
140,train,0.2265,0.9333
140,val,0.2747,0.9207
141,train,0.2156,0.9372
141,val,0.2679,0.9207
142,train,0.2065,0.9442
142,val,0.2614,0.9220
143,train,0.2020,0.9421
143,val,0.2833,0.9168
144,train,0.2133,0.9408
144,val,0.2724,0.9181
145,train,0.2047,0.9396
145,val,0.2661,0.9129
146,train,0.2089,0.9425
146,val,0.2701,0.9181
147,train,0.1980,0.9450
147,val,0.2798,0.9155
148,train,0.2005,0.9404
148,val,0.2669,0.9194
149,train,0.2085,0.9429
149,val,0.2762,0.9174
150,train,0.1956,0.9450
150,val,0.2683,0.9187
151,train,0.2050,0.9394
151,val,0.2659,0.9207
152,train,0.2180,0.9367
152,val,0.2754,0.9168
153,train,0.2024,0.9393
153,val,0.2651,0.9207
154,train,0.1908,0.9469
154,val,0.2512,0.9233
155,train,0.2029,0.9432
155,val,0.2645,0.9187
156,train,0.2023,0.9411
156,val,0.2702,0.9142
157,train,0.2164,0.9350
157,val,0.2610,0.9187
158,train,0.2060,0.9436
158,val,0.2649,0.9226
159,train,0.2026,0.9422
159,val,0.2634,0.9194
160,train,0.2035,0.9404
160,val,0.2660,0.9187
161,train,0.2017,0.9417
161,val,0.2744,0.9213
162,train,0.2023,0.9407
162,val,0.2687,0.9200
163,train,0.2069,0.9420
163,val,0.2735,0.9220
164,train,0.2025,0.9396
164,val,0.2688,0.9207
165,train,0.1899,0.9457
165,val,0.2566,0.9220
166,train,0.2020,0.9422
166,val,0.2633,0.9200
167,train,0.2051,0.9385
167,val,0.2640,0.9200
168,train,0.2033,0.9420
168,val,0.2632,0.9187
169,train,0.2029,0.9428
169,val,0.2713,0.9220
170,train,0.2126,0.9376
170,val,0.2691,0.9181
171,train,0.1823,0.9512
171,val,0.2589,0.9181
172,train,0.1976,0.9394
172,val,0.2616,0.9194
173,train,0.1854,0.9471
173,val,0.2689,0.9213
174,train,0.1919,0.9459
174,val,0.2626,0.9207
175,train,0.1964,0.9442
175,val,0.2583,0.9246
176,train,0.1981,0.9415
176,val,0.2544,0.9207
177,train,0.1888,0.9436
177,val,0.2614,0.9213
178,train,0.1895,0.9462
178,val,0.2616,0.9220
179,train,0.1897,0.9459
179,val,0.2621,0.9226
180,train,0.1901,0.9453
180,val,0.2699,0.9187
181,train,0.1871,0.9460
181,val,0.2732,0.9207
182,train,0.1908,0.9455
182,val,0.2790,0.9200
183,train,0.1885,0.9436
183,val,0.2582,0.9220
184,train,0.1900,0.9471
184,val,0.2559,0.9207
185,train,0.2068,0.9413
185,val,0.2610,0.9220
186,train,0.1925,0.9449
186,val,0.2658,0.9220
187,train,0.1948,0.9435
187,val,0.2668,0.9213
188,train,0.1971,0.9436
188,val,0.2709,0.9194
189,train,0.1876,0.9450
189,val,0.2687,0.9233
190,train,0.1988,0.9410
190,val,0.2712,0.9200
191,train,0.1878,0.9480
191,val,0.2798,0.9174
192,train,0.2039,0.9410
192,val,0.2705,0.9187
193,train,0.1823,0.9485
193,val,0.2662,0.9194
194,train,0.1904,0.9453
194,val,0.2607,0.9181
195,train,0.1784,0.9466
195,val,0.2753,0.9181
196,train,0.1809,0.9478
196,val,0.2663,0.9168
197,train,0.1806,0.9488
197,val,0.2735,0.9220
198,train,0.1902,0.9467
198,val,0.2783,0.9233
199,train,0.1786,0.9478
199,val,0.2725,0.9187
