epoch,phase,loss,acc
99,val,0.5014,0.8485
100,train,0.5756,0.8263
100,val,0.5043,0.8544
101,train,0.5550,0.8336
101,val,0.4726,0.8596
102,train,0.5562,0.8302
102,val,0.4781,0.8609
103,train,0.5488,0.8346
103,val,0.4568,0.8602
104,train,0.5648,0.8281
104,val,0.5220,0.8440
105,train,0.5377,0.8333
105,val,0.4690,0.8570
106,train,0.5563,0.8353
106,val,0.4903,0.8544
107,train,0.5510,0.8392
107,val,0.4876,0.8505
108,train,0.5392,0.8379
108,val,0.4536,0.8602
109,train,0.5343,0.8424
109,val,0.4672,0.8622
110,train,0.5405,0.8367
110,val,0.4357,0.8713
111,train,0.5264,0.8406
111,val,0.4900,0.8537
112,train,0.5570,0.8371
112,val,0.4483,0.8635
113,train,0.5320,0.8361
113,val,0.5104,0.8531
114,train,0.5417,0.8397
114,val,0.4660,0.8615
115,train,0.5281,0.8409
115,val,0.4464,0.8609
116,train,0.5206,0.8444
116,val,0.4948,0.8583
117,train,0.5224,0.8409
117,val,0.4830,0.8596
118,train,0.5173,0.8483
118,val,0.4561,0.8602
119,train,0.5092,0.8469
119,val,0.4559,0.8674
120,train,0.5271,0.8428
120,val,0.4666,0.8583
121,train,0.4880,0.8564
121,val,0.4969,0.8576
122,train,0.5124,0.8466
122,val,0.4582,0.8589
123,train,0.4985,0.8474
123,val,0.4523,0.8674
124,train,0.5210,0.8446
124,val,0.4611,0.8563
125,train,0.5268,0.8421
125,val,0.4392,0.8667
126,train,0.4934,0.8519
126,val,0.4628,0.8622
127,train,0.5144,0.8476
127,val,0.4734,0.8602
128,train,0.5123,0.8486
128,val,0.5189,0.8498
129,train,0.5138,0.8470
129,val,0.5067,0.8492
130,train,0.4984,0.8455
130,val,0.4695,0.8628
131,train,0.4946,0.8476
131,val,0.4376,0.8654
132,train,0.5048,0.8497
132,val,0.4412,0.8706
133,train,0.4996,0.8474
133,val,0.5071,0.8576
134,train,0.4836,0.8543
134,val,0.4516,0.8713
