epoch,phase,loss,acc
47,val,0.3490,0.8986
48,train,0.3138,0.9057
48,val,0.4127,0.8921
49,train,0.3012,0.9039
49,val,0.3756,0.9012
50,train,0.2375,0.9288
50,val,0.3068,0.9194
51,train,0.2326,0.9299
51,val,0.2776,0.9207
52,train,0.2120,0.9374
52,val,0.2836,0.9142
53,train,0.2160,0.9337
53,val,0.3123,0.9122
54,train,0.2175,0.9341
54,val,0.2937,0.9213
55,train,0.2173,0.9299
55,val,0.3305,0.9109
56,train,0.2097,0.9346
56,val,0.2922,0.9155
57,train,0.2110,0.9353
57,val,0.3210,0.9135
58,train,0.2167,0.9318
58,val,0.3381,0.9116
59,train,0.2246,0.9306
59,val,0.3332,0.9142
60,train,0.2085,0.9368
60,val,0.3076,0.9135
61,train,0.1958,0.9424
61,val,0.3203,0.9161
62,train,0.2081,0.9361
62,val,0.2960,0.9174
63,train,0.1952,0.9389
63,val,0.3087,0.9161
64,train,0.2066,0.9355
64,val,0.3437,0.9161
65,train,0.1858,0.9401
65,val,0.3511,0.9083
66,train,0.1872,0.9427
66,val,0.3441,0.9129
67,train,0.1796,0.9469
67,val,0.3432,0.9168
68,train,0.2004,0.9374
68,val,0.3622,0.9142
69,train,0.1999,0.9347
69,val,0.3209,0.9220
70,train,0.1696,0.9488
70,val,0.3666,0.9122
71,train,0.1945,0.9390
71,val,0.3394,0.9181
72,train,0.1889,0.9434
72,val,0.3548,0.9168
73,train,0.2109,0.9350
73,val,0.3377,0.9142
74,train,0.1773,0.9448
74,val,0.3597,0.9135
75,train,0.1814,0.9424
75,val,0.3347,0.9148
76,train,0.1879,0.9411
76,val,0.3003,0.9181
77,train,0.1794,0.9431
77,val,0.3291,0.9220
78,train,0.1671,0.9476
78,val,0.3074,0.9233
79,train,0.1828,0.9424
79,val,0.3432,0.9181
80,train,0.1758,0.9473
80,val,0.3742,0.9161
81,train,0.1812,0.9432
81,val,0.3624,0.9181
82,train,0.1849,0.9411
82,val,0.3171,0.9252
83,train,0.1795,0.9483
83,val,0.3635,0.9155
84,train,0.1831,0.9463
84,val,0.3427,0.9142
85,train,0.1752,0.9497
85,val,0.3308,0.9161
86,train,0.1611,0.9491
86,val,0.3422,0.9155
87,train,0.1709,0.9498
87,val,0.3309,0.9200
88,train,0.1834,0.9417
88,val,0.3428,0.9168
89,train,0.1780,0.9442
89,val,0.3191,0.9239
90,train,0.1707,0.9436
90,val,0.2893,0.9200
91,train,0.1706,0.9499
91,val,0.3365,0.9148
92,train,0.1712,0.9478
92,val,0.3291,0.9148
93,train,0.1705,0.9460
93,val,0.3577,0.9155
94,train,0.1634,0.9506
94,val,0.3317,0.9272
95,train,0.1524,0.9505
95,val,0.3768,0.9135
96,train,0.1709,0.9483
96,val,0.3249,0.9174
97,train,0.1630,0.9519
97,val,0.2795,0.9233
98,train,0.1581,0.9525
98,val,0.3014,0.9239
99,train,0.1524,0.9522
99,val,0.3422,0.9129
100,train,0.1474,0.9566
100,val,0.3237,0.9239
101,train,0.1463,0.9523
101,val,0.3416,0.9207
