epoch,phase,loss,acc
77,train,0.1936,0.9389
77,val,0.3308,0.9077
78,train,0.1936,0.9404
78,val,0.2982,0.9213
79,train,0.1917,0.9401
79,val,0.3876,0.9012
80,train,0.1958,0.9403
80,val,0.3354,0.9116
81,train,0.1927,0.9399
81,val,0.3673,0.9103
82,train,0.1936,0.9424
82,val,0.3608,0.9148
83,train,0.1827,0.9432
83,val,0.3769,0.8992
84,train,0.1820,0.9445
84,val,0.3554,0.9005
85,train,0.1870,0.9415
85,val,0.3697,0.9096
86,train,0.1812,0.9422
86,val,0.3510,0.9161
87,train,0.1823,0.9439
87,val,0.3456,0.9129
88,train,0.1909,0.9386
88,val,0.3862,0.9096
89,train,0.1658,0.9508
89,val,0.3810,0.9057
90,train,0.1744,0.9443
90,val,0.3485,0.9122
91,train,0.1861,0.9425
91,val,0.3924,0.9038
92,train,0.1810,0.9448
92,val,0.3492,0.9044
93,train,0.1708,0.9450
93,val,0.3765,0.9103
94,train,0.1816,0.9429
94,val,0.3134,0.9174
95,train,0.1725,0.9455
95,val,0.3650,0.9103
96,train,0.1677,0.9492
96,val,0.3488,0.9142
97,train,0.1723,0.9473
97,val,0.3572,0.9174
98,train,0.1820,0.9477
98,val,0.3969,0.9057
99,train,0.1637,0.9506
99,val,0.3709,0.9142
100,train,0.1619,0.9502
100,val,0.3227,0.9226
101,train,0.1482,0.9553
101,val,0.2865,0.9259
102,train,0.1393,0.9560
102,val,0.3012,0.9278
103,train,0.1369,0.9565
103,val,0.3071,0.9220
104,train,0.1248,0.9614
104,val,0.3142,0.9168
105,train,0.1324,0.9601
105,val,0.3463,0.9129
106,train,0.1369,0.9600
106,val,0.3445,0.9090
107,train,0.1353,0.9579
107,val,0.3418,0.9220
108,train,0.1282,0.9620
108,val,0.3398,0.9142
109,train,0.1279,0.9608
109,val,0.3299,0.9226
110,train,0.1211,0.9653
110,val,0.3374,0.9213
111,train,0.1202,0.9620
111,val,0.3134,0.9207
112,train,0.1337,0.9610
112,val,0.2996,0.9207
113,train,0.1273,0.9596
113,val,0.3150,0.9207
114,train,0.1243,0.9597
114,val,0.3245,0.9200
115,train,0.1185,0.9629
115,val,0.3220,0.9246
116,train,0.1209,0.9648
116,val,0.3252,0.9233
117,train,0.1216,0.9622
117,val,0.3104,0.9298
118,train,0.1257,0.9621
118,val,0.3248,0.9200
119,train,0.1315,0.9576
119,val,0.3205,0.9200
120,train,0.1314,0.9597
120,val,0.3383,0.9226
121,train,0.1323,0.9593
121,val,0.3547,0.9155
122,train,0.1259,0.9610
122,val,0.3577,0.9161
123,train,0.1190,0.9632
123,val,0.3522,0.9174
124,train,0.1210,0.9618
124,val,0.3373,0.9259
125,train,0.1208,0.9643
125,val,0.3376,0.9220
126,train,0.1208,0.9617
126,val,0.3271,0.9213
127,train,0.1159,0.9649
127,val,0.3381,0.9200
128,train,0.1219,0.9614
128,val,0.3418,0.9239
129,train,0.1205,0.9643
129,val,0.3453,0.9239
130,train,0.1170,0.9645
130,val,0.3498,0.9220
131,train,0.1148,0.9660
131,val,0.3272,0.9246
132,train,0.1164,0.9629
132,val,0.3559,0.9239
133,train,0.1215,0.9608
133,val,0.3395,0.9207
134,train,0.1162,0.9636
134,val,0.3258,0.9161
135,train,0.1176,0.9646
135,val,0.3455,0.9174
136,train,0.1243,0.9628
136,val,0.3498,0.9220
137,train,0.1203,0.9622
137,val,0.3206,0.9200
138,train,0.1136,0.9662
138,val,0.3501,0.9116
139,train,0.1140,0.9648
139,val,0.3548,0.9194
140,train,0.1174,0.9642
140,val,0.3441,0.9207
141,train,0.1217,0.9631
141,val,0.3521,0.9213
142,train,0.1298,0.9614
142,val,0.3483,0.9187
143,train,0.1138,0.9656
143,val,0.3392,0.9239
144,train,0.1081,0.9657
144,val,0.3261,0.9226
145,train,0.1085,0.9666
145,val,0.3388,0.9226
146,train,0.1072,0.9662
146,val,0.3377,0.9220
147,train,0.1253,0.9628
147,val,0.3289,0.9213
148,train,0.1200,0.9639
148,val,0.3404,0.9200
149,train,0.1001,0.9695
149,val,0.3588,0.9174
150,train,0.1101,0.9670
150,val,0.3483,0.9187
151,train,0.0987,0.9695
151,val,0.3402,0.9233
