epoch,phase,loss,acc
88,val,0.2116,0.9382
89,train,0.1783,0.9471
89,val,0.2181,0.9395
90,train,0.1941,0.9435
90,val,0.2186,0.9317
91,train,0.1784,0.9487
91,val,0.2153,0.9343
92,train,0.1758,0.9490
92,val,0.2111,0.9376
93,train,0.1836,0.9453
93,val,0.2108,0.9389
94,train,0.1627,0.9508
94,val,0.2175,0.9376
95,train,0.1621,0.9527
95,val,0.2060,0.9428
96,train,0.1765,0.9460
96,val,0.2201,0.9376
97,train,0.1966,0.9435
97,val,0.2327,0.9324
98,train,0.1588,0.9534
98,val,0.2187,0.9350
99,train,0.1769,0.9485
99,val,0.2195,0.9356
100,train,0.1725,0.9484
100,val,0.2061,0.9369
101,train,0.1761,0.9484
101,val,0.2240,0.9343
102,train,0.1659,0.9536
102,val,0.2200,0.9363
103,train,0.1701,0.9497
103,val,0.2190,0.9382
104,train,0.1678,0.9539
104,val,0.2201,0.9382
105,train,0.1861,0.9460
105,val,0.2071,0.9434
106,train,0.1728,0.9508
106,val,0.2106,0.9415
107,train,0.1606,0.9537
107,val,0.2175,0.9415
108,train,0.1676,0.9488
108,val,0.2199,0.9363
109,train,0.1657,0.9511
109,val,0.2273,0.9356
110,train,0.1661,0.9518
110,val,0.2210,0.9402
111,train,0.1604,0.9534
111,val,0.2152,0.9428
112,train,0.1670,0.9537
112,val,0.2190,0.9369
113,train,0.1693,0.9513
113,val,0.2111,0.9402
114,train,0.1641,0.9541
114,val,0.2149,0.9389
115,train,0.1615,0.9529
115,val,0.2081,0.9402
116,train,0.1642,0.9536
116,val,0.2193,0.9369
117,train,0.1812,0.9476
117,val,0.2130,0.9369
118,train,0.1750,0.9469
118,val,0.2181,0.9402
119,train,0.1652,0.9513
119,val,0.2055,0.9395
120,train,0.1550,0.9546
120,val,0.2010,0.9428
121,train,0.1530,0.9557
121,val,0.2155,0.9395
122,train,0.1562,0.9536
122,val,0.2132,0.9343
123,train,0.1514,0.9566
123,val,0.2195,0.9363
