epoch,phase,loss,acc
99,val,0.2319,0.9363
100,train,0.2050,0.9382
100,val,0.2121,0.9402
101,train,0.2041,0.9367
101,val,0.2247,0.9369
102,train,0.2041,0.9404
102,val,0.2044,0.9395
103,train,0.1920,0.9435
103,val,0.2240,0.9356
104,train,0.2026,0.9406
104,val,0.2159,0.9369
105,train,0.2058,0.9407
105,val,0.2122,0.9376
106,train,0.2142,0.9375
106,val,0.2204,0.9382
107,train,0.2000,0.9400
107,val,0.2081,0.9408
108,train,0.1950,0.9411
108,val,0.2272,0.9376
109,train,0.1865,0.9429
109,val,0.2170,0.9382
110,train,0.2038,0.9418
110,val,0.2170,0.9402
111,train,0.1944,0.9417
111,val,0.2154,0.9389
112,train,0.1763,0.9457
112,val,0.2160,0.9395
113,train,0.1971,0.9422
113,val,0.2077,0.9395
114,train,0.1953,0.9427
114,val,0.2031,0.9421
115,train,0.1957,0.9438
115,val,0.2116,0.9415
116,train,0.1954,0.9421
116,val,0.2137,0.9415
117,train,0.1940,0.9393
117,val,0.2255,0.9382
118,train,0.1907,0.9442
118,val,0.2192,0.9415
119,train,0.1891,0.9393
119,val,0.2108,0.9389
120,train,0.1970,0.9431
120,val,0.2248,0.9376
121,train,0.1777,0.9491
121,val,0.2227,0.9376
122,train,0.1977,0.9401
122,val,0.2290,0.9382
123,train,0.1844,0.9422
123,val,0.2207,0.9441
124,train,0.1909,0.9397
124,val,0.2271,0.9389
125,train,0.1934,0.9390
125,val,0.2174,0.9382
126,train,0.1919,0.9436
126,val,0.2161,0.9402
127,train,0.1916,0.9436
127,val,0.2134,0.9421
128,train,0.1946,0.9407
128,val,0.2148,0.9402
129,train,0.1942,0.9408
129,val,0.2188,0.9428
130,train,0.1840,0.9463
130,val,0.2238,0.9408
131,train,0.1847,0.9436
131,val,0.2129,0.9415
132,train,0.1939,0.9431
132,val,0.2248,0.9363
133,train,0.1865,0.9415
133,val,0.2053,0.9389
134,train,0.1869,0.9470
134,val,0.2187,0.9382
135,train,0.1784,0.9481
135,val,0.2213,0.9376
136,train,0.1918,0.9435
136,val,0.2253,0.9402
137,train,0.1973,0.9399
137,val,0.2149,0.9408
138,train,0.1810,0.9449
138,val,0.2088,0.9441
139,train,0.1794,0.9445
139,val,0.2099,0.9408
140,train,0.1816,0.9445
140,val,0.2164,0.9408
141,train,0.1849,0.9457
141,val,0.2191,0.9382
142,train,0.1642,0.9530
142,val,0.2128,0.9408
143,train,0.1821,0.9445
143,val,0.2265,0.9389
144,train,0.1871,0.9463
144,val,0.2176,0.9350
145,train,0.1866,0.9441
145,val,0.2101,0.9421
146,train,0.1764,0.9462
146,val,0.2093,0.9363
147,train,0.1818,0.9459
147,val,0.2186,0.9395
148,train,0.1818,0.9466
148,val,0.2212,0.9350
149,train,0.1871,0.9443
149,val,0.2163,0.9408
150,train,0.1823,0.9449
150,val,0.2073,0.9408
151,train,0.1899,0.9443
151,val,0.2164,0.9382
152,train,0.1881,0.9457
152,val,0.2116,0.9421
153,train,0.1717,0.9494
153,val,0.2107,0.9428
154,train,0.1747,0.9469
154,val,0.2129,0.9395
155,train,0.1715,0.9484
155,val,0.2134,0.9415
156,train,0.1718,0.9481
156,val,0.2141,0.9389
157,train,0.1746,0.9483
157,val,0.2148,0.9382
158,train,0.1593,0.9484
158,val,0.2087,0.9415
159,train,0.1739,0.9456
159,val,0.2177,0.9376
160,train,0.1830,0.9411
160,val,0.2149,0.9402
161,train,0.1921,0.9425
161,val,0.2108,0.9421
162,train,0.1662,0.9502
162,val,0.2132,0.9428
163,train,0.1835,0.9462
163,val,0.2104,0.9434
164,train,0.1642,0.9520
164,val,0.2093,0.9408
